source_row_num,category_type,collection_code,collection_name,department_name,section_name,subsection_name,rate_code,rate_original_name,rate_final_name,rate_unit,row_type,is_scope,is_machine,is_material,resource_code,resource_name,resource_unit,resource_quantity,resource_price_per_unit_current,resource_cost,total_resource_cost_per_position,total_material_cost_per_position,total_cost_per_position,currency,price_region,is_abstract,masterformat_division,masterformat_section_title,is_labor
44,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KASA建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组5,1000立方米,工作内容,0,0,0,,,,,,,60968.63351152,,60968.63351152,CNY,"Shanghai, China",,31 00 00,Earthwork,0
45,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KASA建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组5,1000立方米,工作内容,0,0,0,,,,,,,60968.63351152,,60968.63351152,CNY,"Shanghai, China",,31 00 00,Earthwork,0
46,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KASA建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组5,1000立方米,工作内容,0,0,0,,,,,,,60968.63351152,,60968.63351152,CNY,"Shanghai, China",,31 00 00,Earthwork,0
47,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,4.64,84.28736000000001,391.0933504,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
48,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,4.82,166.5735072,802.8843047040001,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
49,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,4.82,61.46248000000001,296.2491536,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
50,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,资源,0,1,0,DXME-KAME-KASA_MERIVO,单斗电动步进式挖掘机，配备“拖拉机”作业设备，铲斗容量15立方米,台时,4.82,15588.212832,75135.18585024001,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
51,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,操作员,0,1,0,PU_MEKAKA_KADXTO,人员：3人·小时/机械·小时,机器运行时间,4.82,230.1732,1109.434824,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
52,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,电力,0,1,0,DXME-KAME-KASA_MERIVO,电力：消耗量 965.25 千瓦·小时/机器小时,机器运行时间,4.82,648.4942400000001,3125.7422368,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
53,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,工作内容,0,0,0,,,,,,,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
54,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,工作内容,0,0,0,,,,,,,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
55,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KANE建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",15立方米，土壤组6,1000立方米,工作内容,0,0,0,,,,,,,76329.16350534401,,76329.16350534401,CNY,"Shanghai, China",,31 00 00,Earthwork,0
56,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,2.06,84.28736000000001,173.6319616,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
57,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,2.14,166.5735072,356.4673054080001,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
58,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,2.14,61.46248000000001,131.5297072,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
59,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,资源,0,1,0,DXME-KAME-KASA_MERINE,"单斗电动步进挖掘机，配备""拖拉机""作业设备，铲斗容量10立方米",台时,2.14,9854.639505599998,21088.928541984,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
60,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,操作员,0,1,0,PU_MEKAKA_KADXSA,人员：2人·小时/机器·小时,机器运行时间,2.14,156.04368,333.9334752,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
61,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,电力,0,1,0,DXME-KAME-KASA_MERINE,电力：消耗量412.5千瓦时/机器小时,机器运行时间,2.14,277.134,593.06676,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
62,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,工作内容,0,0,0,,,,,,,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
63,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,工作内容,0,0,0,,,,,,,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
64,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KALI建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组1,1000立方米,工作内容,0,0,0,,,,,,,21619.027808992,,21619.027808992,CNY,"Shanghai, China",,31 00 00,Earthwork,0
65,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KAVO建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组2,1000立方米,资源,0,0,1,ME_MEKAKA_TOVO,平均工作强度 1,手表,2.47,84.28736000000001,208.1897792,25962.70722209599,,25962.70722209599,CNY,"Shanghai, China",,31 00 00,Earthwork,0
66,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KAVO建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组2,1000立方米,资源,0,1,0,DXME-KAME-KAME_KATOSA,推土机，功率79千瓦（108马力）,台时,2.57,166.5735072,428.0939135039999,25962.70722209599,,25962.70722209599,CNY,"Shanghai, China",,31 00 00,Earthwork,0
67,建筑工程,ME,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,挖掘机在推土机上进行土壤开发,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为15、10、6.3-6.5、5-6立方米",KAME_KAME_KAKAME_KAVO建筑工,"在水电工程施工中，使用单斗电动步进式""拖拉机""挖掘机进行土方开挖，铲斗容量为：",10立方米，土壤组2,1000立方米,操作员,0,1,0,PU_MEKAKA_KANEKA,人员：1人-小时/机器-小时,机器运行时间,2.57,61.46248000000001,157.9585736,25962.70722209599,,25962.70722209599,CNY,"Shanghai, China",,31 00 00,Earthwork,0
